,born,bornCity,bornCountry,bornCountryCode,died,diedCity,diedCountry,diedCountryCode,firstname,gender,id,prizes,surname,affiliations,category,motivation,overallMotivation,share,year
136,1926-12-09,"Boston, MA",USA,US,1999-02-15,"Wakulla Springs State Park, FL",USA,US,Henry W.,male,139,"[{'year': '1990', 'category': 'physics', 'share': '3', 'motivation': '""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics""', 'affiliations': [{'name': 'Massachusetts Institute of Technology (MIT)', 'city': 'Cambridge, MA', 'country': 'USA'}]}]",Kendall,"[{'name': 'Massachusetts Institute of Technology (MIT)', 'city': 'Cambridge, MA', 'country': 'USA'}]",physics,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics""",,3,1990
137,1929-11-02,"Medicine Hat, Alberta",Canada,CA,2018-02-22,"Stanford, CA",USA,US,Richard E.,male,140,"[{'year': '1990', 'category': 'physics', 'share': '3', 'motivation': '""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics""', 'affiliations': [{'name': 'Stanford University', 'city': 'Stanford, CA', 'country': 'USA'}]}]",Taylor,"[{'name': 'Stanford University', 'city': 'Stanford, CA', 'country': 'USA'}]",physics,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics""",,3,1990
138,1932-10-24,Paris,France,FR,2007-05-18,Orsay,France,FR,Pierre-Gilles,male,141,"[{'year': '1991', 'category': 'physics', 'share': '1', 'motivation': '""for discovering that methods developed for studying order phenomena in simple systems can be generalized to more complex forms of matter, in particular to liquid crystals and polymers""', 'affiliations': [{'name': 'Collège de France', 'city': 'Paris', 'country': 'France'}]}]",de Gennes,"[{'name': 'Collège de France', 'city': 'Paris', 'country': 'France'}]",physics,"""for discovering that methods developed for studying order phenomena in simple systems can be generalized to more complex forms of matter, in particular to liquid crystals and polymers""",,1,1991
139,1924-08-01,Dabrovica,Poland,PL,2010-09-29,Paris,France,FR,Georges,male,142,"[{'year': '1992', 'category': 'physics', 'share': '1', 'motivation': '""for his invention and development of particle detectors, in particular the multiwire proportional chamber""', 'affiliations': [{'name': 'École Supérieure de Physique et Chimie', 'city': 'Paris', 'country': 'France'}, {'name': 'CERN', 'city': 'Geneva', 'country': 'Switzerland'}]}]",Charpak,"[{'name': 'École Supérieure de Physique et Chimie', 'city': 'Paris', 'country': 'France'}, {'name': 'CERN', 'city': 'Geneva', 'country': 'Switzerland'}]",physics,"""for his invention and development of particle detectors, in particular the multiwire proportional chamber""",,1,1992
140,1950-11-28,"New York, NY",USA,US,0000-00-00,,,,Russell A.,male,143,"[{'year': '1993', 'category': 'physics', 'share': '2', 'motivation': '""for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation""', 'affiliations': [{'name': 'Princeton University', 'city': 'Princeton, NJ', 'country': 'USA'}]}]",Hulse,"[{'name': 'Princeton University', 'city': 'Princeton, NJ', 'country': 'USA'}]",physics,"""for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation""",,2,1993
141,1941-03-29,"Philadelphia, PA",USA,US,0000-00-00,,,,Joseph H.,male,144,"[{'year': '1993', 'category': 'physics', 'share': '2', 'motivation': '""for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation""', 'affiliations': [{'name': 'Princeton University', 'city': 'Princeton, NJ', 'country': 'USA'}]}]",Taylor Jr.,"[{'name': 'Princeton University', 'city': 'Princeton, NJ', 'country': 'USA'}]",physics,"""for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation""",,2,1993
142,1918-07-15,"Lethbridge, Alberta",Canada,CA,2003-10-13,"Hamilton, Ontario",Canada,CA,Bertram N.,male,145,"[{'year': '1994', 'category': 'physics', 'overallMotivation': '""for pioneering contributions to the development of neutron scattering techniques for studies of condensed matter""', 'share': '2', 'motivation': '""for the development of neutron spectroscopy""', 'affiliations': [{'name': 'McMaster University', 'city': 'Hamilton, Ontario', 'country': 'Canada'}]}]",Brockhouse,"[{'name': 'McMaster University', 'city': 'Hamilton, Ontario', 'country': 'Canada'}]",physics,"""for the development of neutron spectroscopy""","""for pioneering contributions to the development of neutron scattering techniques for studies of condensed matter""",2,1994
143,1915-09-23,"Pittsburgh, PA",USA,US,2001-03-31,"Medford, MA",USA,US,Clifford G.,male,146,"[{'year': '1994', 'category': 'physics', 'overallMotivation': '""for pioneering contributions to the development of neutron scattering techniques for studies of condensed matter""', 'share': '2', 'motivation': '""for the development of the neutron diffraction technique""', 'affiliations': [{'name': 'Massachusetts Institute of Technology (MIT)', 'city': 'Cambridge, MA', 'country': 'USA'}]}]",Shull,"[{'name': 'Massachusetts Institute of Technology (MIT)', 'city': 'Cambridge, MA', 'country': 'USA'}]",physics,"""for the development of the neutron diffraction technique""","""for pioneering contributions to the development of neutron scattering techniques for studies of condensed matter""",2,1994
144,1927-06-24,"New York, NY",USA,US,2014-09-30,"Palo Alto, CA",USA,US,Martin L.,male,147,"[{'year': '1995', 'category': 'physics', 'overallMotivation': '""for pioneering experimental contributions to lepton physics""', 'share': '2', 'motivation': '""for the discovery of the tau lepton""', 'affiliations': [{'name': 'Stanford University', 'city': 'Stanford, CA', 'country': 'USA'}]}]",Perl,"[{'name': 'Stanford University', 'city': 'Stanford, CA', 'country': 'USA'}]",physics,"""for the discovery of the tau lepton""","""for pioneering experimental contributions to lepton physics""",2,1995
145,1918-03-16,"Paterson, NJ",USA,US,1998-08-26,"Orange, CA",USA,US,Frederick,male,148,"[{'year': '1995', 'category': 'physics', 'overallMotivation': '""for pioneering experimental contributions to lepton physics""', 'share': '2', 'motivation': '""for the detection of the neutrino""', 'affiliations': [{'name': 'University of California', 'city': 'Irvine, CA', 'country': 'USA'}]}]",Reines,"[{'name': 'University of California', 'city': 'Irvine, CA', 'country': 'USA'}]",physics,"""for the detection of the neutrino""","""for pioneering experimental contributions to lepton physics""",2,1995
146,1931-01-20,"Rye, NY",USA,US,0000-00-00,,,,David M.,male,149,"[{'year': '1996', 'category': 'physics', 'share': '3', 'motivation': '""for their discovery of superfluidity in helium-3""', 'affiliations': [{'name': 'Cornell University', 'city': 'Ithaca, NY', 'country': 'USA'}]}]",Lee,"[{'name': 'Cornell University', 'city': 'Ithaca, NY', 'country': 'USA'}]",physics,"""for their discovery of superfluidity in helium-3""",,3,1996
147,1945-08-01,"Aberdeen, WA",USA,US,0000-00-00,,,,Douglas D.,male,150,"[{'year': '1996', 'category': 'physics', 'share': '3', 'motivation': '""for their discovery of superfluidity in helium-3""', 'affiliations': [{'name': 'Stanford University', 'city': 'Stanford, CA', 'country': 'USA'}]}]",Osheroff,"[{'name': 'Stanford University', 'city': 'Stanford, CA', 'country': 'USA'}]",physics,"""for their discovery of superfluidity in helium-3""",,3,1996
148,1937-06-26,"Washington, DC",USA,US,2013-02-19,"Ithaca, NY",USA,US,Robert C.,male,151,"[{'year': '1996', 'category': 'physics', 'share': '3', 'motivation': '""for their discovery of superfluidity in helium-3""', 'affiliations': [{'name': 'Cornell University', 'city': 'Ithaca, NY', 'country': 'USA'}]}]",Richardson,"[{'name': 'Cornell University', 'city': 'Ithaca, NY', 'country': 'USA'}]",physics,"""for their discovery of superfluidity in helium-3""",,3,1996
149,1948-02-28,"St. Louis, MO",USA,US,0000-00-00,,,,Steven,male,152,"[{'year': '1997', 'category': 'physics', 'share': '3', 'motivation': '""for development of methods to cool and trap atoms with laser light""', 'affiliations': [{'name': 'Stanford University', 'city': 'Stanford, CA', 'country': 'USA'}]}]",Chu,"[{'name': 'Stanford University', 'city': 'Stanford, CA', 'country': 'USA'}]",physics,"""for development of methods to cool and trap atoms with laser light""",,3,1997
150,1933-04-01,Constantine,French Algeria (now Algeria),DZ,0000-00-00,,,,Claude,male,153,"[{'year': '1997', 'category': 'physics', 'share': '3', 'motivation': '""for development of methods to cool and trap atoms with laser light""', 'affiliations': [{'name': 'Collège de France', 'city': 'Paris', 'country': 'France'}, {'name': 'École Normale Supérieure', 'city': 'Paris', 'country': 'France'}]}]",Cohen-Tannoudji,"[{'name': 'Collège de France', 'city': 'Paris', 'country': 'France'}, {'name': 'École Normale Supérieure', 'city': 'Paris', 'country': 'France'}]",physics,"""for development of methods to cool and trap atoms with laser light""",,3,1997
151,1948-11-05,"Wilkes-Barre, PA",USA,US,0000-00-00,,,,William D.,male,154,"[{'year': '1997', 'category': 'physics', 'share': '3', 'motivation': '""for development of methods to cool and trap atoms with laser light""', 'affiliations': [{'name': 'National Institute of Standards and Technology', 'city': 'Gaithersburg, MD', 'country': 'USA'}]}]",Phillips,"[{'name': 'National Institute of Standards and Technology', 'city': 'Gaithersburg, MD', 'country': 'USA'}]",physics,"""for development of methods to cool and trap atoms with laser light""",,3,1997
152,1950-11-01,"Visalia, CA",USA,US,0000-00-00,,,,Robert B.,male,155,"[{'year': '1998', 'category': 'physics', 'share': '3', 'motivation': '""for their discovery of a new form of quantum fluid with fractionally charged excitations""', 'affiliations': [{'name': 'Stanford University', 'city': 'Stanford, CA', 'country': 'USA'}]}]",Laughlin,"[{'name': 'Stanford University', 'city': 'Stanford, CA', 'country': 'USA'}]",physics,"""for their discovery of a new form of quantum fluid with fractionally charged excitations""",,3,1998
153,1949-04-06,Frankfurt-on-the-Main,West Germany (now Germany),DE,0000-00-00,,,,Horst L.,male,156,"[{'year': '1998', 'category': 'physics', 'share': '3', 'motivation': '""for their discovery of a new form of quantum fluid with fractionally charged excitations""', 'affiliations': [{'name': 'Columbia University', 'city': 'New York, NY', 'country': 'USA'}]}]",Störmer,"[{'name': 'Columbia University', 'city': 'New York, NY', 'country': 'USA'}]",physics,"""for their discovery of a new form of quantum fluid with fractionally charged excitations""",,3,1998
154,1939-02-28,Henan,China,CN,0000-00-00,,,,Daniel C.,male,157,"[{'year': '1998', 'category': 'physics', 'share': '3', 'motivation': '""for their discovery of a new form of quantum fluid with fractionally charged excitations""', 'affiliations': [{'name': 'Princeton University', 'city': 'Princeton, NJ', 'country': 'USA'}]}]",Tsui,"[{'name': 'Princeton University', 'city': 'Princeton, NJ', 'country': 'USA'}]",physics,"""for their discovery of a new form of quantum fluid with fractionally charged excitations""",,3,1998
155,1946-07-05,Den Helder,the Netherlands,NL,0000-00-00,,,,Gerardus,male,158,"[{'year': '1999', 'category': 'physics', 'share': '2', 'motivation': '""for elucidating the quantum structure of electroweak interactions in physics""', 'affiliations': [{'name': 'Utrecht University', 'city': 'Utrecht', 'country': 'the Netherlands'}]}]",'t Hooft,"[{'name': 'Utrecht University', 'city': 'Utrecht', 'country': 'the Netherlands'}]",physics,"""for elucidating the quantum structure of electroweak interactions in physics""",,2,1999
156,1931-06-27,Waalwijk,the Netherlands,NL,0000-00-00,,,,Martinus J.G.,male,159,"[{'year': '1999', 'category': 'physics', 'share': '2', 'motivation': '""for elucidating the quantum structure of electroweak interactions in physics""', 'affiliations': [{'city': 'Bilthoven', 'country': 'the Netherlands'}]}]",Veltman,"[{'city': 'Bilthoven', 'country': 'the Netherlands'}]",physics,"""for elucidating the quantum structure of electroweak interactions in physics""",,2,1999
157,1852-08-30,Rotterdam,the Netherlands,NL,1911-03-01,Berlin,Germany,DE,Jacobus Henricus,male,160,"[{'year': '1901', 'category': 'chemistry', 'share': '1', 'motivation': '""in recognition of the extraordinary services he has rendered by the discovery of the laws of chemical dynamics and osmotic pressure in solutions""', 'affiliations': [{'name': 'Berlin University', 'city': 'Berlin', 'country': 'Germany'}]}]",van 't Hoff,"[{'name': 'Berlin University', 'city': 'Berlin', 'country': 'Germany'}]",chemistry,"""in recognition of the extraordinary services he has rendered by the discovery of the laws of chemical dynamics and osmotic pressure in solutions""",,1,1901
158,1852-10-09,Euskirchen,Prussia (now Germany),DE,1919-07-15,Berlin,Germany,DE,Hermann Emil,male,161,"[{'year': '1902', 'category': 'chemistry', 'share': '1', 'motivation': '""in recognition of the extraordinary services he has rendered by his work on sugar and purine syntheses""', 'affiliations': [{'name': 'Berlin University', 'city': 'Berlin', 'country': 'Germany'}]}]",Fischer,"[{'name': 'Berlin University', 'city': 'Berlin', 'country': 'Germany'}]",chemistry,"""in recognition of the extraordinary services he has rendered by his work on sugar and purine syntheses""",,1,1902
